Time	Substrate Temperature	Substrate Setpoint	Substrate Output	Substrate Rotation Temperature	Substrate Rotation Setpoint	Substrate Rotation Output	Substrate Position Temperature	Substrate Position Setpoint	Substrate Position Output	Buffer HTS Temperature	Buffer HTS Setpoint	Buffer HTS Output	LC Lamp Temperature	LC Lamp Setpoint	LC Lamp Output	In Base Temperature	In Base Setpoint	In Base Output	In Tip Temperature	In Tip Setpoint	In Tip Output	Ga Base Temperature	Ga Base Setpoint	Ga Base Output	Ga Tip Temperature	Ga Tip Setpoint	Ga Tip Output	Al Base Temperature	Al Base Setpoint	Al Base Output	Er Temperature	Er Setpoint	Er Output	GaTe Temperature	GaTe Setpoint	GaTe Output	Si Temperature	Si Setpoint	Si Output	Be Temperature	Be Setpoint	Be Output	Bi Base Temperature	Bi Base Setpoint	Bi Base Output	Bi Tip Temperature	Bi Tip Setpoint	Bi Tip Output	As SUB Temperature	As SUB Setpoint	As SUB Output	As Cracker Temperature	As Cracker Setpoint	As Cracker Output	As Valve Temperature	As Valve Setpoint	As Valve Output	Sb SUB Temperature	Sb SUB Setpoint	Sb SUB Output	Sb Cracker Temperature	Sb Cracker Setpoint	Sb Cracker Output	Sb Valve Temperature	Sb Valve Setpoint	Sb Valve Output	AHS Temperature	AHS Setpoint	AHS Output	DD Be Temperature	DD Be Setpoint	DD Be Output	BOS Temperature	BOS Setpoint	BOS Output	SF1 Temperature	SF1 Setpoint	SF1 Output	SF2 Temperature	SF2 Setpoint	SF2 Output	BOS1 Temperature	BOS1 Setpoint	BOS1 Output	BOS2 Temperature	BOS2 Setpoint	BOS2 Output	Growth Chamber Pressure	Beam Flux	BandiT temperature	Buffer Chamber Pressure	Load Chamber Pressure	BOS Pressure	DopantWaterFlow	LC Turbo Backing Pump	Plasma Intensity	Pirani BM 2	Pirani GC 1	Pirani GC 2	CAR Cryo	Source Flange Cryo	CAR GV	Source Flange GV	BOS Cryo	AluminumInterlock	Shutters	Comments
3567689404	199.9	200.0	5.8	---	---	---	---	---	---	202.0	10.0	0.0	25.2	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.3	902.6	902.5	17.3	1052.4	1052.5	38.2	1132.5	1132.5	24.0	400.0	400.0	6.2	100.8	100.0	1.0	350.0	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	399.6	400.0	47.3	850.0	850.0	18.4	0.00	---	---	568.5	568.6	72.1	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	5.54E-9	5.2925E-7	-1.5	5.98E-9	5.19E-9	1.00E-11	0.00	7.41E-3	-2.65E-4	1.010E+1	4.870E-1	1.000E-15	16.39	16.06	NaN	NaN	---	-3.89E-4	Al,Ga	As fluxes
3567689419	199.8	200.0	6.0	---	---	---	---	---	---	200.3	10.0	0.0	25.3	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.2	902.5	902.5	17.1	1052.6	1052.5	38.0	1132.5	1132.5	23.9	400.0	400.0	6.3	100.6	100.0	1.0	350.0	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.6	400.4	400.0	45.6	849.9	850.0	18.5	0.00	---	---	568.6	568.6	71.9	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.94E-9	4.7307E-7	-1.5	5.96E-9	5.18E-9	1.00E-11	0.00	7.44E-3	-2.72E-4	1.011E+1	4.872E-1	1.000E-15	15.97	16.10	NaN	NaN	---	-3.08E-4	all shutters closed	As fluxes
3567689434	199.9	200.0	5.9	---	---	---	---	---	---	199.3	10.0	0.0	25.3	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.1	902.5	902.5	17.1	1052.4	1052.5	38.3	1132.6	1132.5	23.9	400.0	400.0	6.3	100.2	100.0	1.2	350.0	350.0	2.9	350.0	350.0	4.9	306.7	300.0	0.0	350.0	350.0	9.6	400.3	400.0	46.1	850.0	850.0	18.4	0.00	---	---	568.5	568.6	72.1	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.26E-9	1.2833E-8	-1.5	5.95E-9	5.18E-9	1.00E-11	0.00	7.43E-3	-2.91E-4	1.011E+1	4.872E-1	1.000E-15	15.01	15.83	NaN	NaN	---	-1.64E-4	all shutters closed	As fluxes
3567689450	200.0	200.0	5.7	---	---	---	---	---	---	197.7	10.0	0.0	25.2	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.5	902.5	902.5	17.1	1052.4	1052.5	38.1	1132.5	1132.5	24.1	400.0	400.0	6.3	99.6	100.0	1.6	350.0	350.0	2.9	350.0	350.0	4.9	306.9	300.0	0.0	350.0	350.0	9.9	399.8	400.0	47.0	850.0	850.0	18.4	6.20	---	---	568.6	568.6	72.1	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	2.75E-9	9.3668E-9	-1.5	5.93E-9	5.18E-9	1.00E-11	0.00	7.39E-3	-2.78E-4	1.011E+1	4.875E-1	1.000E-15	14.75	15.88	NaN	NaN	---	-5.42E-4	As	As fluxes
3567689464	200.0	200.0	5.8	---	---	---	---	---	---	196.1	10.0	0.0	25.3	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.5	902.5	902.5	17.4	1052.5	1052.5	38.1	1132.5	1132.5	24.1	400.0	400.0	6.3	99.2	100.0	1.7	349.9	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.6	399.6	400.0	47.5	850.0	850.0	18.4	205.10	---	---	568.6	568.6	72.1	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	6.65E-9	2.2315E-6	-1.5	5.89E-9	5.17E-9	1.00E-11	0.00	7.34E-3	-3.10E-4	1.011E+1	4.872E-1	1.000E-15	14.75	16.11	NaN	NaN	---	-3.78E-4	As	As fluxes
3567689479	200.0	200.0	5.9	---	---	---	---	---	---	194.6	10.0	0.0	25.2	10.0	0.0	233.2	175.0	0.0	350.0	350.0	7.8	902.5	902.5	17.3	1052.3	1052.5	38.1	1132.5	1132.5	24.1	400.0	400.0	6.3	99.2	100.0	1.8	350.0	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	399.8	400.0	47.2	849.9	850.0	18.5	0.00	---	---	568.6	568.6	72.0	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	6.56E-9	5.3418E-7	-1.5	5.87E-9	5.17E-9	1.00E-11	0.00	7.39E-3	-2.96E-4	1.011E+1	4.874E-1	1.000E-15	15.67	15.87	NaN	NaN	---	-1.49E-4	Al,Ga	As fluxes
3567689494	200.0	200.0	5.7	---	---	---	---	---	---	193.5	10.0	0.0	25.2	10.0	0.0	233.3	175.0	0.0	350.0	350.0	8.3	902.4	902.5	17.7	1052.5	1052.5	38.1	1132.5	1132.5	24.0	400.0	400.0	6.3	99.5	100.0	1.6	350.0	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.6	400.2	400.0	46.3	849.9	850.0	18.4	0.10	---	---	568.6	568.6	72.1	899.9	900.0	20.9	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	4.44E-9	4.7557E-7	-1.5	5.86E-9	5.17E-9	1.00E-11	0.00	7.43E-3	-2.80E-4	1.011E+1	4.875E-1	1.000E-15	16.83	15.67	NaN	NaN	---	-4.61E-4	all shutters closed	As fluxes
3567689510	200.0	200.0	5.6	---	---	---	---	---	---	192.0	10.0	0.0	25.2	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.4	902.5	902.5	17.1	1052.5	1052.5	38.2	1132.5	1132.5	24.0	400.0	400.0	6.2	100.2	100.0	1.3	350.0	350.0	2.9	349.9	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.4	400.3	400.0	46.3	850.0	850.0	18.5	0.00	---	---	568.6	568.6	72.3	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.10E-9	1.0374E-8	-1.5	5.85E-9	5.17E-9	1.00E-11	0.00	7.43E-3	-2.76E-4	1.011E+1	4.876E-1	1.000E-15	16.16	16.10	NaN	NaN	---	-5.29E-4	all shutters closed	As fluxes
3567689525	200.1	200.0	5.4	---	---	---	---	---	---	190.6	10.0	0.0	25.2	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.0	902.6	902.5	17.2	1052.4	1052.5	38.2	1132.5	1132.5	24.0	400.0	400.0	6.2	100.6	100.0	1.0	349.9	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.9	399.9	400.0	47.7	850.0	850.0	18.5	205.10	---	---	568.6	568.6	71.9	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.5	349.9	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.79E-9	1.5055E-6	-1.5	5.82E-9	5.17E-9	1.00E-11	0.00	7.43E-3	-3.05E-4	1.011E+1	4.877E-1	1.000E-15	15.49	15.91	NaN	NaN	---	-1.83E-4	As	As fluxes
3567689540	200.1	200.0	5.7	---	---	---	---	---	---	189.1	10.0	0.0	25.2	10.0	0.0	233.2	175.0	0.0	349.9	350.0	8.0	902.4	902.5	17.1	1052.5	1052.5	38.2	1132.5	1132.5	24.0	400.0	400.0	6.3	100.8	100.0	1.0	350.0	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	10.0	399.6	400.0	47.5	850.0	850.0	18.5	205.10	---	---	568.6	568.6	72.1	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	6.72E-9	2.2557E-6	-1.5	5.80E-9	5.17E-9	1.00E-11	0.00	7.45E-3	-2.84E-4	1.011E+1	4.875E-1	1.000E-15	14.90	15.68	NaN	NaN	---	-3.82E-4	As	As fluxes
3567689554	200.1	200.0	5.6	---	---	---	---	---	---	188.1	10.0	0.0	25.3	10.0	0.0	233.2	175.0	0.0	350.0	350.0	7.9	902.6	902.5	17.3	1052.4	1052.5	38.1	1132.5	1132.5	24.0	400.0	400.0	6.3	100.6	100.0	1.1	350.0	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.6	400.2	400.0	46.2	849.9	850.0	18.5	0.00	---	---	568.7	568.6	72.0	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	8.17E-9	1.3380E-6	-1.5	5.80E-9	5.17E-9	1.00E-11	0.00	7.46E-3	-3.56E-4	1.011E+1	4.878E-1	1.000E-15	14.78	15.78	NaN	NaN	---	-3.83E-4	Al,Ga	As fluxes
3567689570	200.0	200.0	5.7	---	---	---	---	---	---	186.7	10.0	0.0	25.3	10.0	0.0	233.2	175.0	0.0	350.0	350.0	7.9	902.5	902.5	17.7	1052.4	1052.5	38.2	1132.5	1132.5	24.1	399.9	400.0	6.4	100.1	100.0	1.3	350.0	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	400.3	400.0	46.1	850.0	850.0	18.5	0.00	---	---	568.6	568.6	71.9	900.1	900.0	20.8	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	4.04E-9	2.0791E-8	-1.5	5.76E-9	5.16E-9	1.00E-11	0.00	7.46E-3	-2.64E-4	1.010E+1	4.877E-1	1.000E-15	15.77	16.07	NaN	NaN	---	-1.86E-4	all shutters closed	As fluxes
3567689584	200.0	200.0	5.7	---	---	---	---	---	---	185.3	10.0	0.0	25.2	10.0	0.0	233.2	175.0	0.0	350.0	350.0	7.9	902.5	902.5	17.4	1052.4	1052.5	38.2	1132.5	1132.5	24.0	400.0	400.0	6.3	99.6	100.0	1.5	350.0	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.1	350.0	9.6	400.4	400.0	46.0	850.0	850.0	18.4	0.00	---	---	568.6	568.6	72.0	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	349.9	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.41E-9	1.1364E-8	-1.5	5.74E-9	5.16E-9	1.00E-11	0.00	7.52E-3	-2.89E-4	1.011E+1	4.879E-1	1.000E-15	16.90	16.00	NaN	NaN	---	-5.56E-4	all shutters closed	As fluxes
3567689599	199.8	200.0	6.0	---	---	---	---	---	---	184.0	10.0	0.0	25.2	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.0	902.5	902.5	17.3	1052.4	1052.5	38.1	1132.4	1132.5	23.8	400.0	400.0	6.2	99.3	100.0	1.7	350.0	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.6	399.7	400.0	48.2	850.1	850.0	18.4	205.10	---	---	568.6	568.6	72.0	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	349.9	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	2.97E-9	8.9787E-9	-1.5	5.73E-9	5.16E-9	1.00E-11	0.00	7.51E-3	-2.83E-4	1.010E+1	4.877E-1	1.000E-15	16.91	15.73	NaN	NaN	---	-4.13E-4	As	As fluxes
3567689614	199.9	200.0	5.9	---	---	---	---	---	---	182.5	10.0	0.0	25.1	10.0	0.0	233.3	175.0	0.0	350.0	350.0	7.9	902.6	902.5	17.0	1052.4	1052.5	38.0	1132.5	1132.5	23.9	400.1	400.0	6.2	99.2	100.0	1.8	350.1	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.9	399.5	400.0	47.3	850.1	850.0	18.4	205.10	---	---	568.7	568.6	71.9	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	8.21E-9	2.2659E-6	-1.5	5.71E-9	5.16E-9	1.00E-11	0.00	7.54E-3	-3.05E-4	1.011E+1	4.878E-1	1.000E-15	16.16	16.06	NaN	NaN	---	-3.99E-4	As	As fluxes
3567689629	199.9	200.0	6.0	---	---	---	---	---	---	181.7	10.0	0.0	25.2	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.1	902.5	902.5	17.2	1052.4	1052.5	38.2	1132.5	1132.5	24.0	400.1	400.0	6.3	99.6	100.0	1.6	350.0	350.0	3.0	349.9	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.5	400.4	400.0	45.4	849.9	850.0	18.5	0.00	---	---	568.7	568.6	71.9	899.9	900.0	20.9	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	5.38E-9	4.8522E-7	-1.5	5.69E-9	5.16E-9	1.00E-11	0.00	7.56E-3	-3.27E-4	1.010E+1	4.879E-1	1.000E-15	15.44	15.99	NaN	NaN	---	-1.61E-4	Al,Ga	As fluxes
3567689644	199.9	200.0	6.0	---	---	---	---	---	---	180.4	10.0	0.0	25.1	10.0	0.0	233.2	175.0	0.0	350.0	350.0	7.7	902.4	902.5	17.2	1052.3	1052.5	38.1	1132.5	1132.5	24.0	400.0	400.0	6.3	100.3	100.0	1.2	349.9	350.0	2.9	349.9	350.0	4.9	306.7	300.0	0.0	350.0	350.0	9.6	400.3	400.0	46.3	850.0	850.0	18.5	0.00	---	---	568.6	568.6	71.8	899.9	900.0	20.9	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	4.39E-9	2.7265E-7	-1.5	5.67E-9	5.16E-9	1.00E-11	0.00	7.56E-3	-3.03E-4	1.010E+1	4.881E-1	1.000E-15	15.06	15.75	NaN	NaN	---	-1.57E-4	all shutters closed	As fluxes
3567689659	199.9	200.0	5.8	---	---	---	---	---	---	179.2	10.0	0.0	25.1	10.0	0.0	233.1	175.0	0.0	350.0	350.0	7.9	902.6	902.5	17.7	1052.4	1052.5	38.0	1132.5	1132.5	24.1	400.0	400.0	6.4	100.5	100.0	1.0	350.1	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	400.4	400.0	46.0	850.1	850.0	18.4	0.10	---	---	568.6	568.6	71.9	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.69E-9	1.2369E-8	-1.5	5.66E-9	5.15E-9	1.00E-11	0.00	7.52E-3	-3.26E-4	1.010E+1	4.881E-1	1.000E-15	16.61	15.70	NaN	NaN	---	-4.71E-4	all shutters closed	As fluxes
3567689674	199.9	200.0	6.0	---	---	---	---	---	---	177.8	10.0	0.0	25.2	10.0	0.0	233.2	175.0	0.0	350.0	350.0	7.9	902.4	902.5	17.2	1052.4	1052.5	38.3	1132.5	1132.5	24.1	399.9	400.0	6.4	100.8	100.0	0.9	350.1	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	399.5	400.0	48.3	850.1	850.0	18.4	210.10	---	---	568.5	568.6	72.1	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	6.95E-9	2.5218E-6	-1.5	5.63E-9	5.15E-9	1.00E-11	0.00	7.52E-3	-1.56E-4	1.010E+1	4.883E-1	1.000E-15	16.80	15.94	NaN	NaN	---	-2.38E-4	As	As fluxes
3567689690	199.8	200.0	5.9	---	---	---	---	---	---	176.9	10.0	0.0	25.1	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.0	902.5	902.5	17.5	1052.4	1052.5	38.3	1132.5	1132.5	24.0	400.0	400.0	6.2	100.6	100.0	0.9	350.0	350.0	3.0	350.1	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.6	399.4	400.0	47.5	850.1	850.0	18.5	6.40	---	---	568.6	568.6	72.1	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	8.80E-9	2.4589E-6	-1.5	5.62E-9	5.15E-9	1.00E-11	0.00	7.53E-3	-3.07E-4	1.011E+1	4.885E-1	1.000E-15	16.11	15.98	NaN	NaN	---	-4.80E-4	Al,Ga	As fluxes
3567689704	199.9	200.0	6.1	---	---	---	---	---	---	175.7	10.0	0.0	25.2	10.0	0.0	233.2	175.0	0.0	349.9	350.0	8.3	902.6	902.5	17.2	1052.4	1052.5	38.2	1132.5	1132.5	23.9	400.0	400.0	6.4	100.1	100.0	1.3	349.9	350.0	3.0	349.9	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.8	400.3	400.0	45.6	849.9	850.0	18.6	0.10	---	---	568.6	568.6	71.8	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	6.65E-9	4.9520E-7	-1.5	5.61E-9	5.15E-9	1.00E-11	0.00	7.57E-3	-3.56E-4	1.010E+1	4.883E-1	1.000E-15	15.10	15.94	NaN	NaN	---	-5.56E-4	Al,Ga	As fluxes
3567689719	200.0	200.0	5.9	---	---	---	---	---	---	174.5	10.0	0.0	25.2	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.1	902.4	902.5	17.3	1052.5	1052.5	38.1	1132.5	1132.5	24.1	400.0	400.0	6.4	99.7	100.0	1.4	350.0	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.6	400.2	400.0	46.0	850.0	850.0	18.6	0.10	---	---	568.6	568.6	72.3	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	4.16E-9	1.3953E-8	-1.5	5.58E-9	5.15E-9	1.00E-11	0.00	7.56E-3	-2.72E-4	1.010E+1	4.883E-1	1.000E-15	14.94	16.08	NaN	NaN	---	-6.77E-4	all shutters closed	As fluxes
3567689734	200.1	200.0	5.9	---	---	---	---	---	---	173.2	10.0	0.0	25.1	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.6	902.4	902.5	17.5	1052.4	1052.5	38.1	1132.5	1132.5	23.8	400.0	400.0	6.2	99.3	100.0	1.7	350.0	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	400.3	400.0	46.4	850.1	850.0	18.4	0.00	---	---	568.6	568.6	72.0	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.57E-9	1.0658E-8	-1.5	5.57E-9	5.14E-9	1.00E-11	0.00	7.60E-3	-2.91E-4	1.010E+1	4.883E-1	1.000E-15	15.12	15.93	NaN	NaN	---	-4.53E-4	As	As fluxes
3567689749	200.0	200.0	5.8	---	---	---	---	---	---	172.5	10.0	0.0	25.1	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.2	902.5	902.5	17.6	1052.4	1052.5	38.2	1132.5	1132.5	24.0	400.0	400.0	6.3	99.3	100.0	1.8	350.0	350.0	2.9	349.9	350.0	4.9	306.9	300.0	0.0	350.0	350.0	9.6	399.5	400.0	47.9	850.1	850.0	18.4	210.00	---	---	568.6	568.6	72.0	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.1	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	6.93E-9	2.6022E-6	-1.5	5.56E-9	5.14E-9	1.00E-11	0.00	7.59E-3	-2.16E-4	1.011E+1	4.885E-1	1.000E-15	16.83	15.69	NaN	NaN	---	-2.03E-4	As	As fluxes
3567689764	200.1	200.0	5.7	---	---	---	---	---	---	171.3	10.0	0.0	25.1	10.0	0.0	233.2	175.0	0.0	350.1	350.0	7.6	902.6	902.5	17.2	1052.3	1052.5	38.1	1132.5	1132.5	24.0	400.1	400.0	6.3	99.7	100.0	1.5	349.9	350.0	3.0	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	399.5	400.0	47.3	850.0	850.0	18.5	198.60	---	---	568.6	568.6	72.2	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	8.64E-9	2.4688E-6	-1.5	5.55E-9	5.15E-9	1.00E-11	0.00	7.59E-3	-2.03E-4	1.011E+1	4.886E-1	1.000E-15	16.76	15.76	NaN	NaN	---	-1.53E-4	Al,Ga	As fluxes
3567689779	200.2	200.0	5.5	---	---	---	---	---	---	170.1	10.0	0.0	25.2	10.0	0.0	233.1	175.0	0.0	350.0	350.0	7.9	902.5	902.5	17.4	1052.4	1052.5	38.2	1132.5	1132.5	24.1	400.0	400.0	6.3	100.2	100.0	1.3	350.0	350.0	2.9	350.1	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	400.2	400.0	45.8	849.9	850.0	18.3	0.10	---	---	568.6	568.6	71.9	900.0	900.0	20.6	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	5.47E-9	4.7429E-7	-1.5	5.52E-9	5.14E-9	1.00E-11	0.00	7.60E-3	-2.83E-4	1.011E+1	4.887E-1	1.000E-15	16.17	16.05	NaN	NaN	---	-3.37E-4	all shutters closed	As fluxes
3567689794	200.2	200.0	5.4	---	---	---	---	---	---	169.0	10.0	0.0	25.1	10.0	0.0	233.2	175.0	0.0	349.9	350.0	7.9	902.5	902.5	17.4	1052.4	1052.5	38.1	1132.5	1132.5	24.1	400.0	400.0	6.3	100.6	100.0	1.0	350.1	350.0	2.9	350.0	350.0	4.9	306.9	300.0	0.0	350.0	350.0	9.8	400.4	400.0	46.0	850.0	850.0	18.4	0.10	---	---	568.6	568.6	71.7	900.1	900.0	20.7	0.00	---	---	1.0	1.0	1.4	349.9	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	4.52E-9	1.5290E-8	-1.5	5.51E-9	5.14E-9	1.00E-11	0.00	7.42E-3	-3.30E-4	1.011E+1	4.889E-1	1.000E-15	15.59	15.99	NaN	NaN	---	-5.45E-4	all shutters closed	As fluxes
3567689809	200.2	200.0	5.8	---	---	---	---	---	---	168.2	10.0	0.0	25.1	10.0	0.0	233.3	175.0	0.0	350.0	350.0	7.9	902.5	902.5	17.2	1052.4	1052.5	38.2	1132.5	1132.5	24.0	400.0	400.0	6.3	100.7	100.0	0.8	350.0	350.0	2.9	350.0	350.0	4.9	306.8	300.0	0.0	350.0	350.0	9.7	400.0	400.0	46.8	850.0	850.0	18.4	210.00	---	---	568.6	568.6	72.0	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.87E-9	1.1517E-8	-1.5	5.49E-9	5.14E-9	1.00E-11	0.00	7.46E-3	-3.19E-4	1.011E+1	4.888E-1	1.000E-15	14.80	15.72	NaN	NaN	---	-1.97E-4	As	As fluxes
3567689824	200.2	200.0	5.5	---	---	---	---	---	---	167.2	10.0	0.0	25.1	10.0	0.0	233.2	175.0	0.0	350.0	350.0	8.2	902.6	902.5	17.3	1052.4	1052.5	38.2	1132.4	1132.5	23.8	400.0	400.0	6.3	100.6	100.0	1.0	350.0	350.0	2.9	350.1	350.0	4.9	306.8	300.0	0.0	349.9	350.0	9.6	399.5	400.0	47.8	850.1	850.0	18.4	210.00	---	---	568.6	568.6	72.0	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	8.91E-9	2.4802E-6	-1.5	5.49E-9	5.14E-9	1.00E-11	0.00	7.48E-3	-2.70E-4	1.011E+1	4.889E-1	1.000E-15	14.92	15.74	NaN	NaN	---	-4.86E-4	As	As fluxes
3567689839	200.1	200.0	5.6	---	---	---	---	---	---	166.1	10.0	0.0	25.1	10.0	0.0	233.1	175.0	0.0	350.0	350.0	8.0	902.6	902.5	17.2	1052.4	1052.5	38.2	1132.5	1132.5	24.0	399.9	400.0	6.4	100.1	100.0	1.3	350.0	350.0	3.0	350.0	350.0	4.9	306.9	300.0	0.0	350.0	350.0	9.5	399.6	400.0	47.3	850.1	850.0	18.4	0.00	---	---	568.6	568.6	72.1	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	8.46E-9	5.5500E-7	-1.5	5.47E-9	5.14E-9	1.00E-11	0.00	7.52E-3	-3.13E-4	1.011E+1	4.890E-1	1.000E-15	16.20	16.05	NaN	NaN	---	-5.40E-4	Al,Ga	As fluxes
